Κωδικός;Όνομα;ΑΦΜ;Υπόλοιπο;Χώρα;Καθεστώς Φ.Π.Α.;Λογ. Κατηγορία;Όνομα - Επάγγελμα;Χρέωση;Πίστωση;Τζίρος
ΠΕΛΑ-00000556;ΠΕΛΑΤΕΣ ΕΞΩΤΕΡΙΚΟΥ;;3,87;Ελλάδα;Κανονικό Καθεστώς;Πελάτες εξωτερικού ΤΧ;;3,87;0,00;0,00
ΠΕΛΑ-00000557;ΠΕΛΑΤΕΣ ΛΙΑΝΙΚΗΣ OSS;;76,46;Ελλάδα;Κανονικό Καθεστώς;Πελάτες εξωτερικού ΕΕ;;76,46;0,00;0,00
ΠΕΛΑ-00000628;Bistro Vinothek Shop;U54876601;0,00;Austria;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;2.226,30;2.226,30;1.850,19
ΠΕΛΑ-00000629;GOODWIN AND BELLE;178372180;0,00;United Kingdom;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;;1.000,18;1.000,18;728,50
ΠΕΛΑ-00000630;Maisinger;309834633;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;355,55;355,55;295,47
ΠΕΛΑ-00000736;Cosas que Amo S.L.;B22793764;428,94;Spain;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;691,04;262,10;634,00
ΠΕΛΑ-00000737;Electric Ladyland;33131364;0,00;Denmark;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;230,60;230,60;200,40
ΠΕΛΑ-00000749;MARIE CHARTRAIN CRUSH;49800070724;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;499,40;499,40;458,40
ΠΕΛΑ-00000483;Unterhaltung Lieblingsstücke;224986584;30,49;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;2.009,21;1.978,72;1.913,91
ΠΕΛΑ-00000484;AMA;FR64940722184;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000536;MuR;U78942245;0,00;Austria;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000537;Baretto Tapas Bar;000000000;0,00;Germany;OSS Germany;Πελάτες λιανικής OSS;;0,00;0,00;0,00
ΠΕΛΑ-00000444;hotel l orque bleue;32434324620;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000445;boa vista;257963362;285,30;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;285,30;0,00;285,30
ΠΕΛΑ-00000750;de Bijenkorf BV;003177397B01;7.038,00;Netherlands;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;7.038,00;0,00;7.038,00
ΠΕΛΑ-00000752;Retail Customer MT;000000000;0,00;Malta;OSS Malta;Πελάτες λιανικής OSS;;169,83;169,83;128,71
ΠΕΛΑ-00000757;Hôtel La Bergerie;06383534021;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;272,50;272,50;272,50
ΠΕΛΑ-00000769;strolzevents GmbH;U72642946;7.200,00;Austria;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;7.200,00;0,00;7.000,00
ΠΕΛΑ-00000773;Stúdíó Vinnustofa ehf.;143669;-435,80;Iceland;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;;4.336,20;4.772,00;4.336,20
ΠΕΛΑ-00000785;ΣOYBATZOΓΛOY Γ. & B. O.E.;997864728;0,00;Ελλάδα;Κανονικό Καθεστώς;Πελάτες εσωτερικού;;0,00;0,00;0,00
ΠΕΛΑ-00000787;Team sisu GmbH;U63841249;0,00;Austria;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;73,25;73,25;73,25
ΠΕΛΑ-00000789;BAHNE SORENSEN A/S;10166896;0,00;Denmark;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;10.180,00;10.180,00;9.900,00
ΠΕΛΑ-00000791;ΤΡΟΦΟΚΡΗΤΙΚΗ ΜΟΝΟΠΡΟΣΩΠΗ Ι Κ Ε;800753595;0,00;Ελλάδα;Κανονικό Καθεστώς;Πελάτες εσωτερικού;;603,25;603,25;533,85
ΠΕΛΑ-00000799;BURIA Bartlomiej Karas;6482584438;0,00;Poland;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;67,47;67,47;64,50
ΠΕΛΑ-00000725;La Petite Réserve;03813741436;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;413,30;413,30;376,80
ΠΕΛΑ-00000726;moloo conceptstore;227405301;463,40;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;983,80;520,40;908,40
ΠΕΛΑ-00000727;Alte Backstube;460906011;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;255,10;255,10;192,60
ΠΕΛΑ-00000728;Wonderfriends;0833787551;-3,72;Belgium;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;1.157,59;1.161,31;1.070,25
ΠΕΛΑ-00000731;Waikiki;000000000;0,00;France;OSS France;Πελάτες λιανικής OSS;;279,72;279,72;201,60
ΠΕΛΑ-00000710;Manuela Motzel / Mentales Fitnesstudio;362193642;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;832,20;832,20;772,20
ΠΕΛΑ-00000520;KEFI Concept Store;0775712463;0,00;Belgium;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;318,80;318,80;275,15
ΠΕΛΑ-00000521;Casa Eclectcica;559494672401;372,80;Sweden;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;708,60;335,80;674,60
ΠΕΛΑ-00000522;FRAU HANSEN GmbH;355310454;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000523;Chez sylvie;29792208738;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000524;LE DADASHOP;53820530418;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;1.256,71;1.256,71;786,88
ΠΕΛΑ-00000525;8Blue Corner;08800789836;51,60;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;1.393,02;1.341,42;835,27
ΠΕΛΑ-00000526;Lemoni – Mediterranean Favourites;273708270;792,10;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;3.837,63;3.045,53;3.190,00
ΠΕΛΑ-00000527;Barwon Heads Winestore;72267864146;0,00;Australia;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;;0,00;0,00;0,00
ΠΕΛΑ-00000528;Smut und Leev;416094201;450,20;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;2.488,85;2.038,65;1.850,67
ΠΕΛΑ-00000529;Valletta Vintage;25892925;0,00;Malta;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000530;TEAUPE;004865670B81;0,00;Netherlands;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000531;Studio Jutta Tanninen;24797106;0,00;Finland;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000532;feingemacht;326861556;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000533;Nèulo;87901645580;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000534;My o My - Home;21789450;53,86;Finland;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;2.151,83;2.097,97;1.028,40
ΠΕΛΑ-00000558;Buchhandlung Happy (ehemaliger Tatzelwurm);317989932;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;222,60;222,60;192,60
ΠΕΛΑ-00000559;Kalimera Eleni;02909285595;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000561;Sailemotion GmbH;277482804;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000562;Moon&Bloom;000000000;0,00;United States of America;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;;1.603,50;1.603,50;0,00
ΠΕΛΑ-00000563;Stefanie Recht und Simone Tasche GbR;342810562;22,08;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;2.450,14;2.428,06;1.560,76
ΠΕΛΑ-00000564;nou concept store;95949695050;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;295,34;295,34;12,10
ΠΕΛΑ-00000565;Wildmoon - Tereza Goktas;8251280048;0,00;Czech Republic;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;1.592,17;1.592,17;1.444,30
ΠΕΛΑ-00000566;A&O Cologne;313269700;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000567;el MARKET;71492251384;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000568;Bleyer Schweiz GmbH;264.768.702;0,00;Switzerland;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;;0,00;0,00;0,00
ΠΕΛΑ-00000569;SARL LE GRAIN DE RAISIN;62798832200;885,49;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;885,49;0,00;885,49
ΠΕΛΑ-00000570;Inspitalfields;718934602;0,00;United Kingdom;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;;0,00;0,00;0,00
ΠΕΛΑ-00000571;LE CHALET DES AMIS;53938117504;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000572;natürlich wild;402541385;-4,58;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;686,76;691,34;625,80
ΠΕΛΑ-00000573;Mercearia Pachecas;516437526;14,89;Portugal;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;1.113,87;1.098,98;1.079,76
ΠΕΛΑ-00000574;Kitchener AG;CHE107916981;0,00;Switzerland;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;;0,00;0,00;0,00
ΠΕΛΑ-00000576;Bécot House;80993080332;366,82;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;366,82;0,00;331,82
ΠΕΛΑ-00000577;Seezeit HWW 51 GmbH;U82199728;0,00;Austria;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000578;Out of Alltag GmbH;363620309;519,29;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;2.587,25;2.067,96;2.358,63
ΠΕΛΑ-00000580;MODDIAMO B.V.;867858552B01;0,00;Ελλάδα;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000581;Kösters - Wohnkultur am Prinzipalmarkt GmbH;815613046;343,08;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;1.146,12;803,04;1.065,69
ΠΕΛΑ-00000582;ΕΥΑΓΓΕΛΟΣ ΚΟΣΜΙΔΗΣ ΚΑΙ ΣΙΑ ΟΕ;081073920;0,00;Ελλάδα;Κανονικό Καθεστώς;Πελάτες εσωτερικού;Λιανικό εμπόριο ξηρών καρπών;3.052,03;3.052,03;2.700,90
ΠΕΛΑ-00000583;Sophie Leitner;U74748927;0,00;Austria;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000584;ONE17 PM Ltd;567 1314 42;0,00;United Kingdom;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;;0,00;0,00;0,00
ΠΕΛΑ-00000585;toi et moi - la boutique;CHE.337.457.200;0,00;Switzerland;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;;0,00;0,00;0,00
ΠΕΛΑ-00000586;studio super OG;U75595535;0,00;Austria;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;1.847,01;1.847,01;1.643,02
ΠΕΛΑ-00000587;TRYPTIK;30501123152;820,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;2.393,49;1.573,49;1.786,69
ΠΕΛΑ-00000589;Bridal Studio hugs & kisses;327428790;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000590;Werner Staude GmbH;128250532;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000591;DOWSE;234628995;0,00;United Kingdom;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;;882,92;882,92;633,72
ΠΕΛΑ-00000592;Brand Society srls;04993980269;0,00;Italy;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000593;Grafik Apartment;U74533613;0,00;Austria;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000594;Trisport;14790071;0,00;Luxembourg;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000595;Wild Wood Gallery & Store;303926419;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;207,75;207,75;0,00
ΠΕΛΑ-00000596;Mira;23953869518;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;159,63;159,63;0,00
ΠΕΛΑ-00000597;La Marée Des Halles;41817894439;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;92,35;92,35;-89,40
ΠΕΛΑ-00000598;hellonélo srl;0804806822;0,00;Belgium;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000599;LILTIK;82978035277;817,80;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;1.826,89;1.009,09;1.019,57
ΠΕΛΑ-00000600;Bref;000000000;0,00;Canada;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;;1.187,51;1.187,51;302,53
ΠΕΛΑ-00000601;Heckmannstore - Darmstadt;223620273;-97,44;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;1.714,87;1.812,31;1.129,99
ΠΕΛΑ-00000511;Quart de Kilo - Productos a granel para la vida;SP79099788M;0,00;Spain;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000512;Julie Gallagher T/A IGC Gifts;CHE222259895;0,00;Switzerland;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;;0,00;0,00;0,00
ΠΕΛΑ-00000513;Atelier Minerale;001678178B50;0,00;Netherlands;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;795,03;795,03;697,55
ΠΕΛΑ-00000514;Orange Rose Apothecary;EIN# 87-1869009;0,00;United States of America;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;;0,00;0,00;0,00
ΠΕΛΑ-00000515;zurzeit;000000000;0,00;Switzerland;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;;564,29;564,29;439,81
ΠΕΛΑ-00000516;eurl karlota;74508061900;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;378,88;378,88;332,43
ΠΕΛΑ-00000517;Lifestore Minuit Deux;20753081942;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000518;Cissy Wears;133955306;0,00;United Kingdom;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;;1.829,29;1.829,29;1.048,92
ΠΕΛΑ-00000519;alles-fuer-selbermacher Inh. Nadine Masuhr e.K.;218596087;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;0,00;0,00;0,00
ΠΕΛΑ-00000255;Viamo Impex SRL;RO4649;88,35;Romania;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;88,35;0,00;0,00
ΠΕΛΑ-00000678;TRANSEARCH International Partners Ltd;769939937;0,00;United Kingdom;Κανονικό Καθεστώς;Πελάτες εξωτερικού ΤΧ;;0,00;0,00;0,00
ΠΕΛΑ-00000251;SARL Maison WILLMANN - Chez Manon;79922317409;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;ΕΜΠΟΡΙΟ;0,00;0,00;0,00
ΠΕΛΑ-00000631;hej bella;815739833;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;281,75;281,75;197,88
ΠΕΛΑ-00000641;Μ ΚΑΝΑΚΑΡΑΚΗΣ ΚΑΙ ΣΙΑ Ε Ε;801943905;0,00;Ελλάδα;Κανονικό Καθεστώς;Πελάτες εσωτερικού;;150,66;150,66;121,50
ΠΕΛΑ-00000642;Louise Shop;25512376864;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;489,31;489,31;404,69
ΠΕΛΑ-00000643;De Blauwe Zebra;0740460881;0,00;Belgium;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;233,17;233,17;190,89
ΠΕΛΑ-00000644;Superette - Upper Street;421550630;0,00;United Kingdom;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;;521,79;521,79;381,56
ΠΕΛΑ-00000645;USTUDIO;821909920;0,00;United Kingdom;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;;573,28;573,28;417,24
ΠΕΛΑ-00000646;Poppy‘s;000000000;0,00;United States of America;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;;649,96;649,96;430,93
ΠΕΛΑ-00000647;First & Last;486175554;0,00;United Kingdom;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;;629,40;629,40;465,37
ΠΕΛΑ-00000648;Gently Elephant;128767282;0,00;United Kingdom;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;;564,61;564,61;412,27
ΠΕΛΑ-00000649;donna GmbH;813769792;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;492,47;492,47;257,19
ΠΕΛΑ-00000650;frau verse;350768201;327,36;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;1.565,80;1.238,44;1.409,79
ΠΕΛΑ-00000651;Unsereins;278391497;388,70;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;887,56;498,86;765,68
ΠΕΛΑ-00000652;YASOMI Concept Store;CHE-497.898.784;0,00;Switzerland;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;;382,67;382,67;258,29
ΠΕΛΑ-00000653;Ago the good life store;01827988957;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;564,43;564,43;466,40
ΠΕΛΑ-00000654;soBunt Family Concept Store;U82687825;454,12;Austria;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;1.685,83;1.231,71;1.563,96
ΠΕΛΑ-00000655;Idealistshop;0665696251;318,80;Belgium;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;933,75;614,95;863,10
ΠΕΛΑ-00000656;Hay-Hygge Lifestyle Store;356428211;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;196,70;196,70;156,91
ΠΕΛΑ-00000657;Smala;0893975457;298,26;Belgium;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;1.488,04;1.189,78;1.348,39
ΠΕΛΑ-00000661;Schlemmen am Elisabethmarkt;455790087;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;1.210,65;1.210,65;1.103,14
ΠΕΛΑ-00000663;WII:NOTHEK;U76554569;0,00;Austria;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;1.188,01;1.188,01;1.053,34
ΠΕΛΑ-00000664;Lukes Drug Mart;99999999;0,00;Canada;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;;1.460,00;1.460,00;901,73
ΠΕΛΑ-00000665;Rigoletto Bilthoven;001348982B46;0,00;Netherlands;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;632,77;632,77;571,33
ΠΕΛΑ-00000677;coffee24.de;220697730;124,78;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;1.402,43;1.277,65;1.357,45
ΠΕΛΑ-00000780;Paratiisipaja Oy;32054556;843,19;Finland;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;1.608,80;765,61;1.608,80
ΠΕΛΑ-00000781;julikat.store;260885539;48,62;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;230,62;182,00;201,60
ΠΕΛΑ-00000782;Vuurpunt;0841323461;-5,92;Belgium;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;916,81;922,73;844,20
ΠΕΛΑ-00000783;Ultra Bien;0472956261;-3,86;Belgium;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;681,74;685,60;629,60
ΠΕΛΑ-00000784;Mudam Store;35714476;0,00;Luxembourg;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;321,80;321,80;290,80
ΠΕΛΑ-00000788;PETER & Silie Parsley GmbH;272638196;117,30;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;469,20;351,90;469,20
ΠΕΛΑ-00000739;ΚΑΜΠΑΣΗΣ ΜΗΝΑΣ ΣΠΥΡΙΔΩΝ;107323126;0,00;Ελλάδα;Κανονικό Καθεστώς;Πελάτες εσωτερικού;;598,84;598,84;523,82
ΠΕΛΑ-00000740;Fräulein K.;815567678;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;727,40;727,40;668,40
ΠΕΛΑ-00000741;Madame truffe;000000000;0,00;France;OSS France;Πελάτες λιανικής OSS;;261,12;261,12;112,35
ΠΕΛΑ-00000742;commod;U83199913;527,81;Austria;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;1.097,61;569,80;1.008,60
ΠΕΛΑ-00000743;FERRARA SRL;000000000;0,00;Italy;OSS Italy;Πελάτες λιανικής OSS;;468,81;468,81;354,76
ΠΕΛΑ-00000747;Besdar;861639674B01;0,00;Netherlands;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;443,74;443,74;403,20
ΠΕΛΑ-00000748;ΖΑΧΑΡΟΠΟΥΛΟΣ ΜΟΝΟΠΡΟΣΩΠΗ Ι Κ Ε;801838994;0,00;Ελλάδα;Κανονικό Καθεστώς;Πελάτες εσωτερικού;;1.548,45;1.548,45;1.248,75
ΠΕΛΑ-00000751;LITTLE CECILE;04837994896;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;860,63;860,63;792,60
ΠΕΛΑ-00000284;Matsch mit Sahne;319847071;520,37;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;5.332,99;4.812,62;3.611,68
ΠΕΛΑ-00000753;Zen Collective;44992948109;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;498,80;498,80;458,40
ΠΕΛΑ-00000754;Retail Customer IS;00000000;0,00;Iceland;Κανονικό Καθεστώς;Πελάτες εξωτερικού ΤΧ;;0,00;0,00;0,00
ΠΕΛΑ-00000755;Refugium Lunz;U78603879;0,00;Austria;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;558,65;558,65;361,65
ΠΕΛΑ-00000756;Verde;55150945G;0,00;Spain;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;258,50;258,50;227,40
ΠΕΛΑ-00000758;La Manducateca;B95791901;0,00;Spain;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;341,75;341,75;306,15
ΠΕΛΑ-00000759;Architektur Aktuell GmbH;U69903606;1.320,00;Austria;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;1.320,00;0,00;1.320,00
ΠΕΛΑ-00000760;Atelier Madelaine;11530720788;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;387,85;387,85;351,60
ΠΕΛΑ-00000761;Retail Customer DB;000000000;0,00;Dubai;Τρίτων Χωρών;Πελάτες εξωτερικού ΤΧ;;0,00;0,00;0,00
ΠΕΛΑ-00000763;Polpo Vught;003656042B35;0,00;Netherlands;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;177,00;177,00;150,00
ΠΕΛΑ-00000764;Jamón Arte Delicatessen;41669594B;0,00;Spain;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;713,35;713,35;655,35
ΠΕΛΑ-00000765;Herzgemacht Friedrichshagen;461942573;0,00;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;365,00;365,00;330,00
ΠΕΛΑ-00000766;Mützenmafia & mehr;U74220826;0,00;Austria;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;290,70;290,70;259,20
ΠΕΛΑ-00000767;Graine de Fille;84429976871;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;377,50;377,50;342,50
ΠΕΛΑ-00000768;Cool and the Kids;80904237062;-26,41;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;431,20;457,61;394,20
ΠΕΛΑ-00000770;ALA CARTE TRAVEL-ΤΟΥΡΙΣΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΜΟΝΟΠΡΟΣΩΠΗ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ Ε.Π.Ε.;999537332;-173,00;Ελλάδα;Κανονικό Καθεστώς;Πελάτες εσωτερικού;;528,00;701,00;467,26
ΠΕΛΑ-00000772;Ursule & Alex;17104251657;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;694,35;694,35;651,35
ΠΕΛΑ-00000774;miomio VINTAGE;343913648;128,55;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;559,23;430,68;514,20
ΠΕΛΑ-00000775;Schmidt's Papeterie;811889412;319,87;Germany;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;982,97;663,10;895,74
ΠΕΛΑ-00000776;POLSTER HANS JUERGEN WIHELM KURT;201314681;-385,00;Ελλάδα;Κανονικό Καθεστώς;Πελάτες εσωτερικού;;217,32;602,32;189,21
ΠΕΛΑ-00000777;Eureka Orléans;04329163257;0,00;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;221,62;221,62;192,60
ΠΕΛΑ-00000778;coeur;70990793101;48,15;France;Ενδοκοινοτικό;Πελάτες εξωτερικού ΕΕ;;221,62;173,47;192,60
ΠΕΛΑ-00000779;Retail Customer EE;000000000;0,00;Estonia;OSS Estonia;Πελάτες λιανικής OSS;;66,96;66,96;53,10
